unique_id,osmid,element_type,amenity,name,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,cuisine,opening_hours,phone,website,delivery,created_by,capacity,takeaway,name:fr,email,name:en,internet_access,toilets:wheelchair,contact:fax,contact:phone,contact:website,source,stars,tourism,wikidata,alt_name,description,outdoor_seating,smoking,contact:facebook,start_date,drive_in,contact:email,payment:coins,payment:mastercard,payment:notes,payment:visa,reservation,wheelchair:description,wheelchair:description:fr,name:de,designation,addr:housename,fax,level,payment:cash,internet_access:fee,toilets,payment:bitcoin,payment:litecoin,name:ko,survey:date,payment:credit_cards,payment:debit_cards,payment:maestro,payment:postfinance_card,bar,internet_access:ssid,facebook,opening_hours:url,old_name,opening_hours:covid19,lgbt,contact:phone_1,country,diet:vegan,diet:vegetarian,name:it,contact:mobile,opening_hours:signed,access:covid19,delivery:covid19,takeaway:covid19,brewery,drive_through:covid19,nodes,building,ele,min_age,building:levels,id,lon,lat
node/5221084322,5221084322,node,restaurant,Daje,,POINT (6.1428531 46.1992031),,,,,,,italian_pizza,,,,,,,,Daje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,6.1428531,46.1992031
node/5244188907,5244188907,node,restaurant,Coop Restaurant,yes,POINT (6.141775 46.2204684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,6.141775,46.2204684
node/5250234212,5250234212,node,restaurant,FMR Funky Monkey Room,,POINT (6.1357722 46.2033876),,,9,,Rue du Stand,,,Mo-Fr 09:00-02:00; Sa 05:00-02:00; Su 05:00-00:00,+41227001926,http://www.fmrbar.ch,,,,,,,,,,,,,,,,,,Hamburger restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526,6.1357722,46.2033876
node/5274054122,5274054122,node,restaurant,Le Gruyérien,,POINT (6.1375305 46.20149439999999),,,65,,Boulevard de Saint-Georges,,,"Mo-Sa 10:00-15:00,18:00-24:00",,http://www.le-gruyerien.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,6.1375305,46.201494399999994
node/5279142722,5279142722,node,restaurant,Sapore d'Italia Sarl,,POINT (6.0824249 46.2320224),,,24,1217.0,Avenue de Feuillasse,,,,+41227820567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528,6.0824249,46.2320224
node/5285241522,5285241522,node,restaurant,Migros Rest.,,POINT (6.1180424 46.2132114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,6.1180424,46.2132114
node/5296187421,5296187421,node,restaurant,Fourneaux du Manège,,POINT (6.1019467 46.183461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,6.1019467,46.183461
node/5316719901,5316719901,node,restaurant,Together,,POINT (6.143476799999999 46.206568),Genève,,4,1201.0,Place De-Grenus,,burger,"Mo-Th 12:00-14:30,19:00-22:00; Fr 12:00-14:30,19:00-22:30; Sa 12:00-15:30,19:00-22:30; Su 10:30-14:30",,,no,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531,6.143476799999999,46.206568
node/5322474322,5322474322,node,restaurant,Café Cult,,POINT (6.1605498 46.2017357),,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532,6.1605498,46.2017357
node/5415841022,5415841022,node,restaurant,Le cerfeuil,,POINT (6.1555432 46.2015593),,,,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,6.1555432,46.2015593
node/5415850621,5415850621,node,restaurant,La Table du Cotton,,POINT (6.1553836 46.2017695),,,4,1207.0,Rue Duchosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534,6.1553835999999995,46.2017695
node/5415850622,5415850622,node,restaurant,La Coupole,,POINT (6.153973000000001 46.2023483),,,,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,6.153973000000001,46.2023483
node/5415850721,5415850721,node,restaurant,Le Patio - Rive Gauche,,POINT (6.1541712 46.20086920000001),,,,1204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,6.1541712,46.20086920000001
node/5513764571,5513764571,node,restaurant,Mu-Food,,POINT (6.1465277 46.2150298),Genève,,59,1201.0,Rue de Lausanne,,regional;international,Mo 11:30-16:00; Tu-Fr 11:30-24:00; Sa 18:00-24:00,+41 22 900 06 65,https://www.mu-food.ch/,,,30.0,yes,,restaurant@mu-food.ch,,,,,,,,,,,,"Recettes des différents coins du globe ou des classiques helvétiques. Alimentation sans-traitement, régionale.",yes,outside,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,only,only,,,,,,,,,,,,,,537,6.1465277,46.215029799999996
node/5556229522,5556229522,node,restaurant,Le Comptoir Canaille,,POINT (6.134729099999999 46.1987849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538,6.1347290999999995,46.1987849
node/5556230122,5556230122,node,restaurant,Umamido,,POINT (6.1361508 46.1980032),Genève,,63,1205.0,Boulevard Carl-Vogt,,ramen;japanese,"Mo-Fr 11:30-14:00,18:30-22:00; Sa 12:00-14:30, 18:30-22:00; Su 12:00-21:00",+41 22 808 00 77,https://www.umamido.ch,,,,yes,,hello@umamido.ch,,,,,,,,,,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,539,6.1361508,46.1980032
node/5609307313,5609307313,node,restaurant,Katrépices,,POINT (6.140413099999999 46.2029196),Genève,,1,1204.0,Place de la Synagogue,,brunch;regional;bar_à_vins;international,Mo-Fr 10:00-24:00; Su 11:00-15:30,+41 22 311 44 11,http://www.katrepices.com,,,,,,,,,,,,,,,,,,"Chez Katrépices, pour un lunch, un after work au bar à vins, un évènement privé ou le brunch du dimanche, il y a du nouveau chaque jour !",,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,6.140413099999999,46.2029196
node/5629425523,5629425523,node,restaurant,Collonge Café,,POINT (6.2039274 46.254165),,,,,,,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,6.2039274,46.254165
node/5677243524,5677243524,node,restaurant,Le Grill,,POINT (6.1510341 46.2101034),,,19,1201.0,Quai du Mont-Blanc,,international,"Mo-Su 12:00-14:00, 19:30-23:00",+41229089220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542,6.1510340999999995,46.2101034
node/5677301621,5677301621,node,restaurant,Le Comptoir,,POINT (6.1475538 46.2144114),,,7-9,,Rue de Richemont,,,"Mo-Sa 12:00-14:00, 18:30-23:50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,6.1475538,46.2144114
node/5680103921,5680103921,node,restaurant,Le Vieux Pressoir,,POINT (6.138156400000001 46.17772539999999),,,6,1227.0,Route de Drize,,italian,Mo-Fr 09:00-22:00; Sa 09:00-22:00; Su 09:00-21:00,+41223432000,https://www.levieuxpressoir.ch/,,,,,,info@levieuxpressoir.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,6.138156400000001,46.17772539999999
node/5686676021,5686676021,node,restaurant,Les Cèdres du Liban,yes,POINT (6.1483344 46.2103391),,,11,1201.0,Rue des Pâquis,,lebanese,Mo-Su 11:00-00:00,+41 22 543 26 16,https://les-cedres-du-liban.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,6.1483344,46.2103391
node/5688178722,5688178722,node,restaurant,Le Relais de l'Entrecôte,,POINT (6.1535261 46.2024453),,,6,1204.0,Rue Pierre-Fatio,,steak_house,"Mo-Su 12:00-14:30, 19:00-23:00",+41223106004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,6.1535261,46.2024453
node/5692933842,5692933842,node,restaurant,La Certitude,,POINT (6.1376667 46.2102726),Genève,,16,1201.0,Rue de la Servette,,french;regional;cake;dessert;buffet,Mo-Su 07:00-24:00,+41 22 738 27 26,https://www.lacertitude.ch/,,,0.0,,,info@lacertitude.ch,,,,,,,,,,,,RESTAURATION 11h45-14h00 ET 18h30-23h00.,yes,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,6.1376667000000005,46.2102726
node/5726968622,5726968622,node,restaurant,L’Amazona,,POINT (6.140431700000001 46.2080967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,6.140431700000001,46.2080967
node/5727041324,5727041324,node,restaurant,Edward’s,,POINT (6.1439427 46.2037106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,6.1439427,46.2037106
node/5775350653,5775350653,node,restaurant,Mi-food Mi-raisin,,POINT (6.1590939 46.2030042),,,,1207.0,,,,,,,,,,,Mi Food Mi Raisin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,6.1590939,46.2030042
node/5782840826,5782840826,node,restaurant,Olympico,,POINT (6.1383922 46.1909789),,,,,,,greek,"Tu-Su 09:00-15:00,17:30-24:00",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,6.1383922,46.1909789
node/5818037953,5818037953,node,restaurant,entrecote couronnée,no,POINT (6.148164599999999 46.2097465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,6.148164599999999,46.2097465
node/5837104429,5837104429,node,restaurant,Feuille de Banane,,POINT (6.143494 46.1953631),,,29,,Rue de Carouge,,asian;chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,6.1434940000000005,46.1953631
node/5839481585,5839481585,node,restaurant,Spikisi,,POINT (6.1432685 46.1926872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,6.1432685,46.1926872
node/5846380998,5846380998,node,restaurant,The Buvette,,POINT (6.141520799999999 46.1984423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,555,6.1415207999999994,46.198442299999996
node/5855714368,5855714368,node,restaurant,,,POINT (6.1600717 46.2029787),,,32,1207.0,Rue du 31-Décembre,,french,Tu-Sa 11:00-23:30,,,,,,,,,L'Adresse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,6.1600717000000005,46.2029787
node/5855729485,5855729485,node,restaurant,Le Décanteur,,POINT (6.160050599999999 46.2051875),,,63,1207.0,Rue des Eaux-Vives,,italian,"Mo-Fr 11:00-15:00, 18:00-23:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557,6.160050599999999,46.2051875
node/5867880886,5867880886,node,restaurant,Auberge d'Hermance,,POINT (6.243764499999999 46.3020535),,,12,1248.0,Rue du Midi,,regional,"Th-Mo 12:00-14:00, 19:00-22:00; We 19:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,6.243764499999999,46.3020535
node/5869236372,5869236372,node,restaurant,Pub des Vergers,,POINT (6.0691012 46.2306869),,,,,,,,,,http://www.debiskitchen.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,6.0691012,46.2306869
node/5917458310,5917458310,node,restaurant,Le Casanova,,POINT (6.1479624 46.207354),,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Casanova, Café, Restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,6.1479624,46.207353999999995
node/6002040485,6002040485,node,restaurant,Osteria della Bottega,,POINT (6.144802700000001 46.20245139999999),,,3,1204.0,Grand-Rue,,italian,"Mo-Fr 12:00-14:30,19:00-22:00; Sa,Su,PH 12:30-15:00,18:30-21:30; Sa 18:30-22:30",,http://www.osteriadellabottega.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,561,6.1448027000000005,46.202451399999994
node/6015705837,6015705837,node,restaurant,Le Cottage,,POINT (6.225152 46.27582899999999),,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,6.225152,46.275828999999995
node/6015710229,6015710229,node,restaurant,Kruathai,,POINT (6.223 46.2749593),,,,,,,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563,6.223,46.2749593
node/6016353191,6016353191,node,restaurant,Café Restaurant de la Frontière,,POINT (6.238866000000001 46.2689692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,6.238866000000001,46.2689692
node/6017555726,6017555726,node,restaurant,Forèt de Bambus,,POINT (6.1434496 46.2084154),,,,,,,,Mo-Su 11:00-22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,6.1434496,46.2084154
node/6049354383,6049354383,node,restaurant,Buffet de la gare,,POINT (6.199608400000001 46.3483038),,,25,,Route de Founex,,,,+41 22 776 27 70,http://www.buffet-gare-celigny.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,6.199608400000001,46.3483038
node/6088785486,6088785486,node,restaurant,La Coulouvrenière,,POINT (6.138493599999999 46.2038439),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,6.138493599999999,46.2038439
node/6110978085,6110978085,node,restaurant,Jiawei,,POINT (6.1466981 46.214719),,,56,1202.0,Rue de Lausanne,,asian,"Mo-Fr 11:30-14:30, 18:00-23:00; Sa-Su 11:30-23:00",+41 22 738 95 53,http://www.jiawei.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,6.1466981,46.214719
node/6198319673,6198319673,node,restaurant,Le Réservoir,,POINT (6.1381388 46.2012879),Genève,,62,1205.0,Boulevard de Saint-Georges,,french;burger,Mo-Su 07:00-02:00,+41 22 320 68 03,http://www.le-reservoir.ch/,,,,,,,,,,,,,,,,,,,yes,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,6.1381388,46.2012879
node/6198461085,6198461085,node,restaurant,Jeab,,POINT (6.137137 46.2014678),,,61,1205.0,Boulevard de Saint-Georges,,thai,"Mo 12:00-14:30; Tu-Fr 12:00-14:30, 19:00-22:00; Sa 19:00-22:00",+41 22 328 26 24,https://jeab.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,6.137137,46.201467799999996
node/6199656088,6199656088,node,restaurant,Brasserie Da Matteo,,POINT (6.1395705 46.2033115),,,,,,,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571,6.1395705000000005,46.2033115
node/6199656200,6199656200,node,restaurant,Au Furet,,POINT (6.120809 46.2070736),,,,,,,regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,6.1208089999999995,46.2070736
node/6207837787,6207837787,node,restaurant,Be Kind,,POINT (6.1316775 46.2008025),,,,,,,vegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,6.1316775,46.2008025
node/6214089885,6214089885,node,restaurant,Belga,,POINT (6.1422281 46.1941564),,,5,1205.0,Rue Dancet,,burger;sandwich;friture,,+41 22 808 02 27,https://www.fritesbelga.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,6.1422281,46.194156400000004
node/6224883486,6224883486,node,restaurant,Bleu Nuit / Le Frigo,,POINT (6.1392706 46.20038710000001),,,,,,,,,,,,,,,Le Frigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,6.1392706,46.20038710000001
node/6253608564,6253608564,node,restaurant,Maliwan Thaï Cuisine / Maliwan Thai Kitchen / มะลิวัลย์ครัวไทย,,POINT (6.1452637 46.211652),Geneva,CH,64,1201.0,Rue De-Monthoux,,thai,Mo-Fr 12:00-14:00,,http://www.facebook.com/MaliwanThaiCuisine/,,,80.0,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,6.1452637,46.211652
node/6291636085,6291636085,node,restaurant,L'artichaut,,POINT (6.1401333 46.1900078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,6.1401333,46.1900078
node/6327849185,6327849185,node,restaurant,Steak Street Food,,POINT (6.1503538 46.2013863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,6.1503538,46.201386299999996
node/6327849186,6327849186,node,restaurant,Wang,,POINT (6.1572309 46.2033195),,,9,,Rue des Eaux-Vives,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,6.1572309,46.2033195
node/6327849187,6327849187,node,restaurant,Le Quai des Grottes,,POINT (6.1395644 46.21042070000001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,6.1395644,46.21042070000001
node/6359243830,6359243830,node,restaurant,La Petite Brasserie,,POINT (6.115353900000001 46.1675523),,,,,,,brasserie,,022 880 06 37,https://www.la-petite-brasserie.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,6.115353900000001,46.1675523
node/6359268927,6359268927,node,restaurant,Genecand - restaurant,,POINT (6.1288954 46.1866811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,6.1288954,46.1866811
node/6381857787,6381857787,node,restaurant,Braceria (Fratelli Scalea),,POINT (6.1204047 46.1895148),,,28,1213.0,Chemin de la Vendée,,italian,,+41 22 792 22 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,6.1204047,46.1895148
node/6384167201,6384167201,node,restaurant,Un R de famille,,POINT (6.1465287 46.1948045),,,10,,Rue Goetz-Monin,,,,+41 22 328 22 23,http://www.unrdefamille.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,6.1465287,46.1948045
node/6385280887,6385280887,node,restaurant,Grand-Montfleury,,POINT (6.1645306 46.2919907),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,6.1645306,46.2919907
node/6388892685,6388892685,node,restaurant,le Tambour majore,,POINT (6.110186 46.16483220000001),,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,6.110186,46.164832200000006
node/6389595897,6389595897,node,restaurant,Naya,,POINT (6.1323083 46.2013739),,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587,6.1323083,46.2013739
node/6402476086,6402476086,node,restaurant,Pachacamac,,POINT (6.158234200000001 46.2056377),,,28,,Quai Gustave-Ador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,6.158234200000001,46.205637700000004
node/6403039185,6403039185,node,restaurant,Restaurant Break Point,,POINT (6.1075676 46.1716552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,6.1075676,46.171655200000004
node/6406505745,6406505745,node,restaurant,,,POINT (6.1276386 46.2076878),Geneva,,,,,,pizza,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,6.1276386,46.207687799999995
node/6434359687,6434359687,node,restaurant,la galette,,POINT (6.1127427 46.1709741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,6.1127427,46.1709741
node/6440358939,6440358939,node,restaurant,Da Renato,,POINT (6.1386578 46.1862161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,6.1386578,46.1862161
node/6450247744,6450247744,node,restaurant,Restaurant Uni Mail,,POINT (6.1402529 46.1948392),,,,,,,cafetaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,6.1402529,46.194839200000004
node/6454568385,6454568385,node,restaurant,Kakinuma,,POINT (6.1576664 46.2027011),Genève,,,,Rue Henri-Blanvalet,,japanese,"Mo-Su 12:00-15:00, 19:00-23:00",+41227354711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,6.1576664,46.2027011
node/6455674386,6455674386,node,restaurant,Chez Martine,yes,POINT (6.2668422 46.23511939999999),,,27,1254.0,Route de Jussy,,french;regional,Mo-Fr 07:00-20:00; Sa 09:00-13:00,+41 22 759 20 00,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,595,6.2668422,46.235119399999995
node/6462485588,6462485588,node,restaurant,L'envers du Décor,,POINT (6.1575578 46.2010678),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,6.1575578,46.2010678
node/6466560487,6466560487,node,restaurant,Azar & Co,,POINT (6.1495803 46.2207585),,,121,1202.0,Rue de Lausanne,,lebanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,6.1495803,46.2207585
node/6466685554,6466685554,node,restaurant,Crêperie St-Pierre,,POINT (6.1479269 46.2007795),Genève,,6,1204.0,Place de la Taconnerie,,crepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598,6.1479269,46.200779499999996
node/6475658197,6475658197,node,restaurant,Kisaku Sushi,,POINT (6.1459244 46.2026068),,,8,,Rue de la Rôtisserie,,,,,http://kisakusushi.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,6.1459244,46.2026068
node/6475658198,6475658198,node,restaurant,Café du Centre,,POINT (6.148118900000001 46.2035138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,6.148118900000001,46.203513799999996
node/6475660589,6475660589,node,restaurant,Molino Pizzeria Ristorante,,POINT (6.148028599999999 46.2033515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,6.148028599999999,46.203351500000004
node/6475660590,6475660590,node,restaurant,Thaï,,POINT (6.148499299999999 46.203444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,6.148499299999999,46.203444
node/6475679385,6475679385,node,restaurant,Globus,,POINT (6.1476746 46.2034135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,6.1476746,46.2034135
